interacao_id,cliente_id,tipo_interacao,responsavel,duracao_minutos,satisfacao_cliente,data_interacao
759,60,E-mail,Rafaela Barbosa,64,3,2026-03-14 22:32:41
760,339,Ligação,Srta. Marina Pires,49,4,2026-03-17 19:20:25
761,361,E-mail,Lorena Cunha,104,4,2026-02-07 06:14:17
762,431,Reunião,Olivia Sales,81,4,2025-06-29 09:01:50
763,352,E-mail,Sophia Jesus,8,3,2025-10-08 06:50:39
764,138,Suporte,Rafael da Cruz,32,4,2026-05-18 09:38:10
765,32,Suporte,Antônio Pereira,103,3,2025-11-01 06:17:39
766,134,WhatsApp,Dra. Eloah Viana,57,4,2026-02-04 17:40:04
767,415,Reunião,Enrico Carvalho,59,4,2026-03-28 12:49:41
768,134,Ligação,Eloah Martins,39,4,2026-03-21 17:29:05
769,373,E-mail,Maria Clara da Rosa,48,1,2026-05-08 00:58:10
770,158,Reunião,Sr. Yuri Silveira,57,2,2025-12-01 09:14:00
771,294,E-mail,Gabriela Aragão,73,2,2025-08-31 11:57:05
772,400,Ligação,Theo Jesus,83,5,2026-04-30 15:23:22
773,169,E-mail,Isabelly Jesus,82,5,2026-03-31 11:18:43
774,11,Ligação,Pedro Miguel Rezende,107,4,2025-09-26 11:28:25
775,47,WhatsApp,Dr. Thomas Cunha,50,5,2026-02-10 08:23:31
776,33,Ligação,Kamilly Moreira,71,2,2025-12-27 18:51:51
777,186,Suporte,Clarice da Luz,30,2,2025-06-18 14:33:28
778,430,Suporte,Yasmin Novaes,55,2,2026-05-12 12:30:00
779,149,E-mail,Otávio Mendes,52,3,2025-09-24 17:46:34
780,212,E-mail,Gabriela Barbosa,75,2,2026-03-02 10:31:58
781,482,Ligação,Nathan da Luz,9,1,2026-04-16 20:52:35
782,387,Suporte,Milena da Cruz,18,5,2026-02-22 21:47:23
783,204,Reunião,Paulo Correia,10,2,2026-01-12 14:27:26
784,145,WhatsApp,Nina Martins,8,2,2025-09-12 19:24:09
785,324,E-mail,Rafaela Carvalho,9,3,2025-08-24 01:28:54
786,384,Ligação,Anthony Rodrigues,109,4,2025-11-20 18:04:12
787,336,Reunião,Alexia da Mota,21,3,2026-04-07 12:43:02
788,442,Ligação,Sr. João Lucas da Rosa,14,1,2025-08-28 19:51:10
789,259,Reunião,Srta. Ana Lívia Monteiro,7,1,2025-11-25 03:53:57
790,381,Suporte,Nathan Aragão,82,2,2026-01-25 17:38:13
791,49,Suporte,Diego Porto,106,4,2025-07-18 14:57:51
792,100,Suporte,Alexandre Silva,114,3,2025-10-03 22:38:33
793,402,WhatsApp,Dr. Vitor Gabriel Duarte,59,5,2026-01-17 23:29:59
794,381,Ligação,Joaquim Araújo,43,3,2026-01-31 18:37:55
795,235,E-mail,Lavínia Pereira,17,3,2026-05-22 19:28:07
796,497,Suporte,Eduardo Pinto,65,4,2026-03-24 20:24:39
797,150,Reunião,Juan da Conceição,16,2,2025-09-21 15:21:44
798,496,Reunião,Dra. Maria Luiza das Neves,76,3,2025-09-02 15:05:25
799,248,WhatsApp,Bruna da Costa,94,5,2026-02-05 13:39:18
800,260,E-mail,Matheus Melo,53,1,2026-03-08 21:21:29
801,255,Reunião,Rafael Nunes,52,5,2026-02-10 01:22:56
802,366,Ligação,Murilo Moreira,62,2,2026-02-27 01:37:42
803,296,Ligação,Ana Laura da Mata,55,2,2025-08-22 06:14:28
804,229,WhatsApp,Vitória Porto,66,5,2025-11-12 06:50:16
805,56,WhatsApp,Pedro Miguel Campos,47,2,2025-12-27 19:33:39
806,415,Ligação,Guilherme Cunha,17,5,2025-11-14 08:13:03
807,87,E-mail,Dr. Luiz Gustavo Gomes,115,4,2025-08-22 19:19:02
808,304,E-mail,Brenda da Rocha,15,2,2025-11-27 05:25:33
809,207,Suporte,Maria Luiza Gomes,112,4,2026-03-20 00:57:59
810,268,Suporte,Antônio Ribeiro,102,2,2026-05-09 23:05:46
811,31,Reunião,Joana Porto,37,4,2026-03-02 06:04:36
812,160,WhatsApp,Dr. André Teixeira,111,2,2025-12-11 21:51:34
813,19,WhatsApp,Sra. Maria Cecília da Rocha,93,5,2025-11-02 10:06:55
814,307,Reunião,Sr. Diego da Cunha,116,1,2025-06-24 17:31:35
815,138,E-mail,Felipe Araújo,101,5,2025-08-14 14:13:24
816,407,Reunião,Sra. Evelyn Araújo,74,4,2026-05-20 21:14:04
817,161,E-mail,Amanda Castro,46,4,2025-07-13 11:32:01
818,363,Reunião,Carlos Eduardo Fogaça,70,5,2026-02-26 12:37:25
819,440,Ligação,Thales Ramos,18,4,2025-09-30 06:47:33
820,359,Ligação,Lucca da Cruz,53,2,2025-05-24 10:49:41
821,388,Ligação,Marcos Vinicius Barbosa,25,5,2026-01-23 01:37:41
822,384,Ligação,Cecília Cardoso,26,2,2025-10-09 02:58:27
823,225,Ligação,Pedro Lucas da Cunha,9,4,2025-06-07 19:52:53
824,254,E-mail,Camila Martins,85,5,2025-11-17 08:57:30
825,250,E-mail,Nathan Barbosa,100,5,2026-01-19 07:30:38
826,215,Reunião,Maria Eduarda Silva,6,3,2025-09-29 10:55:27
827,61,Reunião,Sra. Nina das Neves,42,3,2026-03-22 16:10:33
828,268,WhatsApp,Matheus Nogueira,83,3,2025-08-23 18:29:27
829,289,E-mail,João Lucas Martins,23,3,2025-11-27 16:43:41
830,268,E-mail,Enrico Moraes,107,5,2025-07-31 20:34:56
831,488,WhatsApp,Milena da Luz,71,5,2025-08-24 15:54:53
832,129,Reunião,Leandro Barbosa,64,2,2025-11-24 09:45:12
833,480,WhatsApp,Srta. Maria Alice Oliveira,100,2,2025-09-20 15:51:30
834,85,Suporte,Emanuelly Fernandes,96,4,2025-11-22 13:04:15
835,6,WhatsApp,Dra. Gabriela Ribeiro,58,2,2026-01-21 03:27:15
836,77,Reunião,Luigi Rezende,13,1,2025-10-16 19:23:02
837,160,E-mail,Maysa Rodrigues,30,1,2026-02-08 11:18:22
838,276,Reunião,Dr. Ian da Cunha,47,1,2025-08-24 09:58:14
839,32,Suporte,Paulo Ramos,64,5,2026-01-23 01:48:15
840,81,Ligação,Sabrina Fernandes,49,5,2025-11-18 14:20:28
841,453,E-mail,Sr. Vicente Lopes,49,1,2025-06-15 22:49:48
842,476,E-mail,Nicole Ribeiro,40,3,2025-06-26 20:33:40
843,421,Reunião,Emanuella Nogueira,79,3,2025-08-02 21:27:34
844,189,Suporte,Laura da Mota,103,4,2025-07-05 20:30:14
845,479,WhatsApp,Arthur Barros,76,5,2025-07-08 16:48:13
846,329,E-mail,Maria Fernanda Lopes,14,5,2026-03-05 21:11:30
847,79,Ligação,Esther da Paz,98,2,2026-03-10 03:28:28
848,144,E-mail,Davi Costela,38,5,2025-12-11 04:35:42
849,53,E-mail,Sra. Sarah Melo,107,5,2026-04-05 15:40:57
850,301,Reunião,Catarina Fogaça,47,5,2026-01-06 23:29:52
851,396,Suporte,Maria Gomes,82,3,2026-03-13 13:14:31
852,495,Suporte,Dr. Luiz Felipe Correia,90,4,2025-10-02 08:33:58
853,108,E-mail,Srta. Rafaela Viana,5,2,2025-07-26 17:03:45
854,111,Ligação,Davi da Costa,107,5,2025-10-30 00:26:12
855,76,E-mail,Dra. Juliana Araújo,26,4,2026-03-14 06:36:04
856,448,Ligação,Sr. Thiago da Luz,46,1,2025-06-15 04:41:30
857,459,Ligação,Gustavo Pinto,22,5,2025-10-30 16:47:35
858,414,Reunião,Dra. Clara Almeida,59,4,2025-12-06 17:05:10
859,168,WhatsApp,Lavínia das Neves,69,1,2025-08-23 13:15:53
860,124,Suporte,Ana Julia Teixeira,55,4,2025-11-07 03:08:48
861,397,Reunião,Sra. Caroline Sales,95,4,2025-06-24 22:50:55
862,182,WhatsApp,Otávio Ribeiro,112,5,2025-05-29 08:59:34
863,163,Suporte,Ana Lívia Viana,15,5,2026-01-29 09:56:10
864,432,E-mail,Stephany Oliveira,26,3,2025-08-04 22:52:32
865,365,E-mail,Sr. Vitor Gonçalves,112,4,2025-05-24 01:45:46
866,287,Reunião,Lucas Nunes,67,3,2025-12-28 15:05:58
867,351,Ligação,Dr. Murilo Moraes,76,4,2026-04-12 00:31:09
868,334,WhatsApp,Sra. Maysa Lopes,27,1,2026-03-10 01:07:31
869,444,WhatsApp,Dra. Vitória Viana,114,4,2026-03-22 21:25:10
870,395,WhatsApp,Pedro Henrique Ribeiro,98,4,2025-11-20 08:44:07
871,110,Suporte,Sofia da Cruz,76,2,2026-01-21 12:41:37
872,196,WhatsApp,Gabrielly da Paz,27,1,2025-09-23 03:08:42
873,101,Reunião,Dr. Emanuel Carvalho,51,5,2025-12-01 02:12:16
874,100,Ligação,Gustavo Duarte,80,3,2026-05-02 15:50:53
875,169,Ligação,Sr. Nicolas Duarte,52,3,2025-11-19 01:04:10
876,258,Ligação,Marcela Caldeira,82,3,2025-05-30 15:56:32
877,18,WhatsApp,Srta. Ana Sophia da Mata,87,4,2026-03-03 02:37:53
878,204,Ligação,Sophie Castro,94,3,2025-07-05 15:59:08
879,141,Ligação,Ana Clara Castro,78,1,2026-03-29 22:20:52
880,442,Reunião,Marcela Nunes,82,4,2025-07-09 08:00:11
881,252,E-mail,Nathan Ramos,65,5,2025-09-06 08:45:10
882,414,Ligação,Sr. Luigi da Rocha,9,3,2025-12-21 17:03:03
883,15,Suporte,Isadora Moraes,119,2,2025-11-27 18:33:27
884,362,E-mail,Lorena Ferreira,116,2,2025-08-24 04:37:16
885,43,Reunião,Davi Lucas Ribeiro,111,1,2025-09-17 10:03:58
886,29,Reunião,Benjamin Correia,86,1,2025-07-18 20:27:51
887,161,Ligação,Júlia Fogaça,114,5,2025-10-12 09:24:12
888,143,E-mail,Bárbara Almeida,88,5,2025-07-02 06:20:28
889,378,Ligação,Daniela Melo,47,3,2025-10-29 15:48:33
890,460,E-mail,Esther Ramos,120,5,2026-01-11 01:01:08
891,370,WhatsApp,Arthur Pinto,71,1,2025-06-09 22:19:14
892,482,Reunião,Ana Sophia Santos,58,1,2025-11-13 07:02:00
893,34,E-mail,Sr. Vinicius Novaes,110,5,2026-01-23 16:16:03
894,76,WhatsApp,João Miguel Sales,15,2,2026-01-27 06:18:56
895,228,Ligação,Dra. Mariana da Mata,40,5,2025-10-06 01:27:57
896,102,Suporte,Eduarda Nunes,57,2,2025-08-08 09:49:09
897,326,Ligação,Maria Sophia Nunes,44,3,2026-01-04 10:16:12
898,288,WhatsApp,Luiz Otávio Correia,20,3,2025-11-10 13:35:28
899,239,Suporte,Francisco da Luz,112,1,2025-09-30 14:07:58
900,290,Reunião,Lavínia Lima,16,1,2026-04-27 13:13:42
901,471,Ligação,Luna Costa,28,1,2025-06-12 16:42:47
902,96,WhatsApp,Maria Fernanda da Rosa,80,1,2026-01-08 01:48:53
903,393,E-mail,Marina Farias,105,1,2025-11-23 12:49:14
904,112,WhatsApp,Laís Teixeira,63,1,2026-01-16 00:04:45
905,450,E-mail,Raquel Silveira,44,2,2025-06-10 01:10:38
906,383,E-mail,Davi Luiz Pereira,44,1,2026-04-03 07:23:31
907,195,WhatsApp,Isabella Lopes,27,3,2025-08-18 20:19:24
908,72,Suporte,Luiz Henrique Jesus,45,4,2025-09-25 20:45:54
909,116,E-mail,Emanuelly Carvalho,39,2,2025-05-24 09:34:22
910,91,WhatsApp,Srta. Kamilly Araújo,38,4,2026-03-28 12:37:13
911,136,Ligação,Davi Lucas Gonçalves,67,3,2026-03-19 14:32:09
912,297,WhatsApp,Nina Araújo,49,5,2025-11-03 09:57:43
913,231,E-mail,João Felipe Souza,9,5,2025-07-24 06:28:34
914,198,E-mail,Yago Costa,73,5,2026-03-16 13:41:59
915,108,Reunião,Diego da Mota,49,3,2026-03-22 02:03:38
916,107,WhatsApp,Gabriela das Neves,94,5,2026-04-10 01:42:55
917,283,WhatsApp,Yasmin Martins,16,5,2026-01-03 09:18:56
918,396,E-mail,Murilo Ribeiro,38,2,2026-02-15 07:50:06
919,240,WhatsApp,Julia Martins,9,1,2025-07-28 13:55:57
920,265,E-mail,Antônio Cardoso,65,2,2026-04-30 03:08:38
921,240,Suporte,Maria Vitória Ramos,46,3,2026-03-28 14:44:05
922,289,Reunião,Paulo Duarte,89,5,2026-05-12 20:22:21
923,462,Ligação,Maria Fernanda Costela,46,1,2026-05-01 18:49:06
924,323,WhatsApp,Isaac Nogueira,116,1,2025-07-11 12:50:25
925,82,Reunião,Arthur da Mota,65,3,2026-01-13 12:45:36
926,173,Ligação,Clara Santos,28,3,2025-06-23 21:38:04
927,157,E-mail,Dr. Noah da Cunha,64,5,2025-05-29 23:25:30
928,96,Ligação,Alexia Castro,61,5,2026-04-15 12:13:43
929,234,Suporte,Nina Alves,78,4,2026-01-28 21:04:16
930,375,Reunião,Camila Gonçalves,65,2,2026-02-07 16:41:30
931,130,WhatsApp,Luiz Henrique Costela,81,3,2026-04-22 00:51:34
932,248,Reunião,Gustavo Rezende,43,1,2025-09-25 22:14:42
933,498,E-mail,Otávio da Rocha,102,5,2025-05-29 23:51:28
934,56,Reunião,Dr. Vinicius Monteiro,59,3,2026-05-07 08:32:46
935,489,Suporte,Mariana Alves,56,5,2025-11-13 10:44:33
936,15,E-mail,Dra. Maria Luiza Moura,70,2,2025-05-29 19:23:39
937,473,WhatsApp,Luiza Pires,118,5,2025-06-05 17:44:34
938,495,Suporte,Isis Oliveira,30,5,2026-02-25 05:14:38
939,385,E-mail,Sr. Eduardo Martins,21,3,2025-08-27 13:05:46
940,404,Ligação,Eloah da Luz,16,3,2025-07-31 11:10:35
941,406,E-mail,Eduardo Ferreira,107,3,2025-12-26 00:40:45
942,235,Reunião,Marina Farias,26,4,2026-03-15 16:55:16
943,1,E-mail,Davi da Mata,30,2,2026-01-18 10:46:35
944,155,WhatsApp,Luiz Felipe Gomes,15,2,2025-12-27 07:44:16
945,121,E-mail,Arthur Cardoso,60,1,2026-01-17 01:57:36
946,371,E-mail,João Pedro Caldeira,24,5,2025-11-05 05:48:25
947,433,WhatsApp,Laís Castro,5,4,2025-09-05 17:15:37
948,82,WhatsApp,Luiz Gustavo Gomes,17,4,2026-04-05 22:04:59
949,282,Reunião,Dr. Arthur Barros,94,2,2025-10-19 02:20:24
950,468,Reunião,Manuela Costa,90,4,2026-03-01 01:57:11
951,426,Reunião,Danilo Rocha,95,2,2025-11-08 18:03:00
952,391,Ligação,Sophia Farias,54,2,2026-04-15 19:20:50
953,163,E-mail,Olivia Barbosa,56,3,2026-04-27 05:13:47
954,460,WhatsApp,Lucca Mendes,109,4,2026-04-11 15:46:54
955,306,Reunião,Beatriz Gonçalves,73,1,2026-01-20 20:40:02
956,178,Reunião,Sra. Carolina da Mata,90,5,2025-06-23 19:05:20
957,14,E-mail,Luiz Felipe Silveira,118,5,2025-10-21 22:40:02
958,92,E-mail,Vitória Costa,52,3,2025-12-18 21:33:23
959,175,Suporte,Cecília Nogueira,110,1,2026-02-24 09:02:48
960,313,Suporte,Srta. Maysa Barros,101,4,2025-08-31 14:39:02
961,469,Ligação,Felipe das Neves,87,2,2025-09-24 21:01:55
962,71,Reunião,Dr. Vitor Correia,29,1,2025-07-22 16:17:24
963,109,WhatsApp,Lorenzo da Rosa,60,1,2026-03-02 09:14:27
964,174,Reunião,Ana Luiza Almeida,88,2,2026-05-17 08:40:32
965,218,E-mail,Alana Fernandes,41,3,2025-07-19 11:08:59
966,199,Reunião,Emanuelly da Conceição,9,3,2025-08-03 16:07:49
967,491,Reunião,Dra. Elisa Castro,27,2,2025-12-15 09:20:30
968,204,Suporte,Thiago da Cruz,111,1,2025-07-19 14:00:16
969,239,Ligação,Maria Luiza Souza,49,1,2026-04-08 01:05:14
970,336,Reunião,Sofia Vieira,107,1,2025-09-17 16:40:15
971,83,WhatsApp,Vicente Aragão,21,5,2025-06-12 01:16:49
972,260,Reunião,Sra. Larissa da Rosa,92,4,2025-05-25 15:29:37
973,6,Reunião,Srta. Eduarda Moura,88,4,2026-02-22 23:10:47
974,217,Ligação,Sra. Maysa Caldeira,43,4,2026-04-30 00:23:58
975,133,Ligação,Lorenzo Oliveira,82,4,2025-09-17 03:28:35
976,258,WhatsApp,Maria Luiza Carvalho,104,4,2025-10-30 05:34:12
977,365,WhatsApp,Levi Nascimento,113,5,2026-01-17 11:15:22
978,498,WhatsApp,Raquel Souza,19,2,2026-01-05 15:29:43
979,218,Suporte,Enzo Gabriel Silva,102,4,2025-07-14 12:58:04
980,446,Ligação,Beatriz Carvalho,24,1,2026-05-13 12:54:40
981,173,Suporte,Maria Alice Rocha,38,2,2025-08-26 14:48:50
982,264,Suporte,Evelyn Dias,98,4,2025-06-27 05:13:17
983,223,Ligação,Leonardo Gomes,64,3,2025-05-24 07:01:47
984,21,Ligação,Juan Pereira,116,4,2026-01-25 02:17:42
985,236,WhatsApp,Luiz Henrique Moraes,11,5,2025-11-20 13:41:36
986,352,WhatsApp,Bruno Souza,37,4,2025-07-16 14:15:54
987,173,WhatsApp,Emanuel da Cruz,103,1,2026-04-22 20:12:35
988,278,WhatsApp,Heitor Porto,27,3,2026-02-01 06:13:02
989,183,Reunião,Brenda da Rocha,7,4,2025-09-28 08:23:10
990,167,WhatsApp,Augusto Gomes,86,1,2025-09-19 21:59:20
991,306,Ligação,Dra. Lorena Fernandes,50,1,2026-03-22 04:15:42
992,273,Reunião,Kamilly Pinto,36,2,2026-01-06 23:25:48
993,44,Suporte,Ana Laura Cavalcanti,17,2,2026-02-16 03:14:41
994,373,E-mail,Stella Costela,86,4,2025-08-17 10:45:29
995,221,WhatsApp,Pedro Lucas Melo,49,4,2025-08-20 22:01:21
996,353,Suporte,João Felipe Dias,36,5,2025-06-05 06:37:36
997,292,Reunião,Nina Vieira,10,1,2025-09-29 20:03:14
998,168,WhatsApp,Valentina da Mata,9,2,2025-12-27 03:28:06
999,312,Ligação,Thales Novaes,53,5,2025-10-05 02:03:05
1000,372,Ligação,Davi Lucas Rezende,48,3,2026-05-04 14:06:28
1001,217,Reunião,Sophie Cavalcanti,7,2,2025-10-19 08:56:59
1002,487,WhatsApp,Erick da Mota,97,1,2025-05-25 04:48:56
1003,429,Reunião,Calebe Porto,19,2,2025-10-20 14:41:05
1004,293,WhatsApp,Mariana Souza,43,5,2026-05-04 05:26:39
1005,264,Suporte,Mariane Lopes,114,2,2025-10-28 18:16:20
1006,356,Ligação,Dr. Raul Viana,52,5,2026-04-03 10:48:30
1007,243,E-mail,Benício da Mata,102,4,2025-10-29 09:55:25
1008,141,E-mail,Daniela Rodrigues,40,5,2025-10-21 01:57:45
1009,344,Ligação,Luiz Felipe Ribeiro,82,4,2025-08-31 07:23:33
1010,466,E-mail,Marina Almeida,91,3,2025-06-04 10:13:09
1011,140,Ligação,Maria Sophia Ribeiro,57,2,2025-07-31 16:11:16
1012,10,Reunião,Valentina Moraes,89,2,2025-12-20 02:07:55
1013,141,WhatsApp,Carolina da Paz,64,5,2026-02-03 05:28:57
1014,405,WhatsApp,Valentina Alves,17,2,2025-11-26 09:10:56
1015,116,Ligação,Sra. Alana da Conceição,95,3,2026-04-09 08:10:16
1016,114,Ligação,Beatriz Fogaça,83,3,2025-11-04 00:12:43
1017,373,Suporte,João Guilherme da Luz,110,4,2026-02-26 16:04:38
1018,302,Reunião,Maysa Nascimento,86,5,2025-08-12 10:30:39
1019,169,Suporte,Eduardo Ribeiro,54,4,2026-04-25 12:35:47
1020,477,Suporte,Milena Porto,6,3,2025-06-22 14:12:46
1021,175,WhatsApp,Dra. Camila Martins,49,4,2025-12-15 20:00:45
1022,78,Reunião,Paulo Correia,114,4,2025-09-24 11:08:02
1023,108,Suporte,João Pedro das Neves,94,2,2025-08-23 01:53:58
1024,345,Reunião,Pedro Henrique Lima,37,4,2025-12-27 21:43:32
1025,17,Suporte,Bárbara Silva,15,4,2025-09-27 23:07:45
1026,288,WhatsApp,Srta. Luiza Gonçalves,15,2,2025-10-25 18:41:22
1027,383,Suporte,João Vitor Jesus,52,3,2025-09-21 11:55:47
1028,150,WhatsApp,Pedro Lucas Moura,62,4,2026-05-19 10:01:19
1029,16,E-mail,Pedro Lucas Costa,84,5,2025-08-17 15:57:01
1030,86,Suporte,Fernanda Costela,50,5,2026-01-26 08:50:36
1031,221,Reunião,Emilly Santos,102,1,2026-02-06 21:13:55
1032,385,WhatsApp,Miguel Correia,76,4,2025-06-03 19:03:24
1033,121,Reunião,Sophia da Mata,73,2,2025-12-15 20:13:22
1034,194,Suporte,Srta. Bruna da Rocha,113,1,2026-03-27 10:52:06
1035,50,Reunião,Carolina Costa,32,2,2026-04-11 04:15:03
1036,57,Suporte,Enzo Gabriel da Cunha,42,2,2026-01-10 21:22:59
1037,443,E-mail,Ana Carolina Porto,103,4,2025-11-27 04:39:52
1038,282,Reunião,Dr. Heitor Pereira,50,2,2025-08-22 23:50:27
1039,215,Suporte,Giovanna da Luz,40,3,2026-03-31 05:44:42
1040,395,WhatsApp,Benjamin Rodrigues,85,1,2025-11-21 06:32:27
1041,341,WhatsApp,Marcelo Araújo,69,5,2025-08-23 01:11:14
1042,273,Reunião,Dr. Vitor Gabriel Rocha,33,4,2026-05-20 11:26:37
1043,254,Reunião,Dr. Luiz Miguel Melo,41,4,2026-02-22 23:14:14
1044,81,E-mail,João Oliveira,56,3,2026-02-19 03:52:04
1045,2,Suporte,Renan Fernandes,111,3,2025-09-23 16:25:54
1046,391,Reunião,Alícia da Mota,88,2,2025-08-27 21:10:06
1047,350,Ligação,João Pedro Fernandes,54,5,2026-02-16 08:27:03
1048,335,Reunião,Ana Sophia Melo,58,4,2025-10-31 01:42:38
1049,97,Ligação,Maria Fernanda Cardoso,84,2,2026-05-08 04:30:28
1050,71,Suporte,Sra. Maysa Sales,84,5,2025-06-12 12:35:39
1051,42,Suporte,Maria Fernanda Campos,78,4,2025-11-23 00:05:33
1052,485,Ligação,Isaac Duarte,46,5,2026-01-02 20:33:25
1053,128,E-mail,Lucca Fernandes,77,4,2025-06-21 01:40:32
1054,351,Ligação,Luiz Henrique Sales,52,1,2026-05-19 05:19:21
1055,381,Suporte,Ana Carolina Nunes,118,4,2025-09-06 00:13:42
1056,283,Suporte,Luana Pereira,115,2,2025-09-23 19:59:41
1057,436,E-mail,Leandro Vieira,63,3,2026-01-05 08:40:12
1058,371,E-mail,Dr. Daniel Martins,27,4,2025-09-11 06:26:32
1059,480,E-mail,Ana Sophia Costa,46,2,2025-09-26 03:53:03
1060,151,Ligação,Natália Correia,119,1,2025-05-25 00:06:45
1061,106,Suporte,Daniel Santos,64,4,2026-03-30 19:44:21
1062,126,Suporte,Luigi Melo,61,2,2025-07-12 21:04:03
1063,408,E-mail,Ana Laura Costela,64,5,2025-10-25 00:10:09
1064,329,Ligação,Gustavo Henrique Nogueira,107,5,2025-05-31 18:55:53
1065,429,WhatsApp,Cauã Mendes,116,2,2025-06-14 09:16:32
1066,126,Reunião,Pietro da Rocha,97,1,2025-09-26 20:52:50
1067,4,Ligação,Isabel da Paz,92,4,2026-02-08 23:24:20
1068,444,Suporte,Bryan Ramos,65,4,2025-08-08 02:37:14
1069,37,Reunião,Letícia Mendes,38,5,2025-11-30 22:35:20
1070,62,Suporte,Maria Sophia Silva,87,5,2025-10-07 19:52:08
1071,366,Ligação,Srta. Rafaela Almeida,61,4,2025-09-12 21:41:12
1072,424,Ligação,Ana Vitória Peixoto,42,4,2025-10-06 11:40:50
1073,425,Ligação,Ana Farias,51,4,2025-09-14 02:21:14
1074,367,Suporte,Renan Alves,85,4,2026-04-14 08:15:33
1075,220,Ligação,Nicolas Souza,18,2,2026-03-30 22:52:33
1076,434,WhatsApp,Davi Freitas,102,5,2026-01-19 05:59:13
1077,386,Ligação,Maria Vitória Pinto,97,2,2026-03-07 06:55:56
1078,188,Reunião,Gustavo Henrique Vieira,89,3,2026-03-01 22:49:25
1079,73,E-mail,Igor Aragão,106,4,2026-03-14 03:31:59
1080,108,WhatsApp,Isis da Rosa,17,3,2026-02-04 18:32:12
1081,329,Ligação,Sra. Maria Araújo,63,4,2026-03-02 14:56:24
1082,386,E-mail,Juan da Rocha,101,3,2025-05-31 06:37:30
1083,176,WhatsApp,Calebe Alves,93,4,2026-03-27 08:31:50
1084,170,Reunião,Bruna Nunes,94,3,2025-10-15 12:15:06
1085,291,WhatsApp,Maria Luiza Cavalcanti,81,1,2025-07-03 09:41:30
1086,390,E-mail,Isabel Santos,23,5,2025-08-27 15:33:53
1087,148,Ligação,Dr. Alexandre da Mata,33,3,2025-12-29 19:54:53
1088,289,WhatsApp,Olivia Fogaça,96,3,2025-10-05 19:15:00
1089,158,E-mail,Maysa da Mota,77,3,2025-10-12 03:43:40
1090,244,Reunião,Ana Beatriz Correia,91,3,2025-10-30 20:50:59
1091,80,E-mail,Guilherme Dias,23,5,2025-10-01 12:43:07
1092,150,Reunião,Maria Costela,37,2,2026-01-24 18:19:53
1093,15,E-mail,Bruno Nascimento,79,3,2026-01-21 18:38:33
1094,76,Suporte,Heloísa Cavalcanti,6,3,2026-03-05 07:40:31
1095,187,Suporte,Sr. Daniel Novaes,100,5,2025-08-02 18:05:58
1096,208,Reunião,Pedro Henrique Campos,84,2,2025-10-21 02:12:21
1097,498,WhatsApp,Francisco Silveira,87,2,2026-04-21 08:48:29
1098,301,Suporte,Srta. Ana Novaes,45,5,2026-02-03 21:15:50
1099,192,Reunião,Daniel Barros,115,4,2025-08-15 05:23:09
1100,332,E-mail,Dra. Ana Lívia Carvalho,116,5,2026-01-01 07:57:20
1101,247,E-mail,Caroline Ramos,66,4,2026-04-14 12:45:30
1102,8,Ligação,Daniela da Mota,48,2,2025-09-27 13:02:32
1103,159,E-mail,Melissa Castro,33,2,2025-08-28 11:15:20
1104,143,Suporte,Maria Sophia Almeida,104,1,2025-07-30 21:29:32
1105,333,E-mail,Sophia da Luz,50,4,2026-02-03 22:28:14
1106,236,Suporte,Gabrielly Ribeiro,86,1,2026-04-29 06:24:01
1107,431,Suporte,Dr. Luiz Otávio da Conceição,119,2,2025-12-17 01:44:05
1108,380,E-mail,Sra. Amanda Cunha,51,1,2026-02-28 03:30:20
1109,205,Ligação,Isabel da Rocha,47,5,2025-09-09 07:25:16
1110,35,WhatsApp,Samuel Nogueira,75,5,2026-04-29 19:37:12
1111,434,Suporte,Bárbara Cardoso,116,1,2025-06-30 04:09:19
1112,497,Ligação,Emanuelly Moreira,62,5,2026-04-06 04:22:50
1113,268,E-mail,Bruna Nascimento,36,3,2025-07-13 08:32:06
1114,409,E-mail,Luiz Fernando Fernandes,93,2,2025-11-09 00:29:04
1115,117,Reunião,Helena Moraes,27,1,2026-02-04 18:23:50
1116,312,WhatsApp,João Vitor Cardoso,75,3,2025-12-14 07:54:35
1117,47,E-mail,Melissa Duarte,98,1,2026-01-04 12:54:38
1118,464,E-mail,Alexandre Nunes,71,3,2026-02-18 20:46:26
1119,32,E-mail,Kevin da Cruz,34,2,2025-06-24 23:37:57
1120,300,Suporte,Emanuella Teixeira,66,4,2026-02-09 07:21:40
1121,51,Suporte,Joaquim Barros,117,1,2025-05-29 00:46:28
1122,164,Ligação,Sra. Evelyn Santos,30,4,2026-01-24 17:38:51
1123,60,Reunião,Luiz Fernando da Cruz,15,4,2026-02-02 01:51:33
1124,102,Ligação,Antônio Fogaça,74,5,2025-06-26 21:17:27
1125,111,Suporte,Bianca Cardoso,67,3,2026-05-07 00:25:24
1126,292,Ligação,Olivia Pinto,79,4,2025-11-01 22:35:29
1127,441,Ligação,Levi Sales,97,4,2026-04-25 15:41:25
1128,399,E-mail,Dr. Bernardo das Neves,80,5,2025-12-11 09:40:05
1129,387,Reunião,Sophia Gonçalves,5,3,2025-06-19 05:42:02
1130,387,Reunião,Raquel Teixeira,81,3,2025-08-01 23:12:35
1131,253,E-mail,Dra. Ana Julia Melo,47,5,2025-08-11 05:13:41
